次数,ターゲット,画面タイトル,画面タイプ,1次指標名,2次指標名,3次指標名,4次指標名,5次指標名,計算レイヤー,スコープ,用途・機能説明,概念式／演算ロジック,判断基準・閾値目安,依存先指標,データ基盤要件,V69No/戦略No
4次,本部管理者,店舗別サマリー,ダッシュボード表示画面,,,,売上達成率,,L3-C,全店舗(画面間),店舗ごとの主要指標サマリー,参照表示,-,"店舗別サマリー.売上（税抜）, 店舗別サマリー.売上目標",既存(V89/V69),198
4次,本部管理者,店舗別サマリー,ダッシュボード表示画面,,,,売上進捗率,,L3-C,全店舗(画面間),店舗ごとの主要指標サマリー,参照表示,-,"店舗別サマリー.売上（税抜）, 店舗別サマリー.売上目標",既存(V89/V69),199
4次,本部管理者,店舗別サマリー,ダッシュボード表示画面,,,,FD仕入率,,L3-C,全店舗(画面間),店舗ごとの主要指標サマリー,参照表示,-,"予実対比.FD仕入, 店舗別サマリー.売上（税抜）",既存(V89/V69),200
4次,本部管理者,店舗別サマリー,ダッシュボード表示画面,,,,人件費率,,L3-C,全店舗(画面間),店舗ごとの主要指標サマリー,参照表示,-,"予実対比.人件費, 店舗別サマリー.売上（税抜）",既存(V89/V69),201
4次,本部管理者,当月実績,ダッシュボード表示画面,,,,営業利益,,L3-C,全店舗(画面間),当月の実績サマリー,参照表示,-,"当月実績.売上（税抜）, 予実対比.FD仕入, 予実対比.人件費",既存(V89/V69),202
4次,本部管理者,当月実績,ダッシュボード表示画面,,,,FD仕入率,,L3-C,全店舗(画面間),当月の実績サマリー,参照表示,-,"予実対比.FD仕入, 当月実績.売上（税抜）",既存(V89/V69),204
4次,本部管理者,当月実績,ダッシュボード表示画面,,,,人件費率,,L3-C,全店舗(画面間),当月の実績サマリー,参照表示,-,"予実対比.人件費, 当月実績.売上（税抜）",既存(V89/V69),205
4次,本部管理者,当月実績,ダッシュボード表示画面,,,,FL率,,L3-C,全店舗(画面間),当月の実績サマリー,参照表示,-,"予実対比.FD仕入, 予実対比.人件費, 当月実績.売上（税抜）",既存(V89/V69),206
4次,本部管理者,当月実績,ダッシュボード表示画面,,,,営業利益達成率,,L3-C,全店舗(画面間),当月の実績サマリー,参照表示,-,"当月実績.営業利益, 当月実績.営業利益予算",既存(V89/V69),208
4次,本部管理者,当月実績,ダッシュボード表示画面,,,,売上達成率,,L3-C,全店舗(画面間),当月の実績サマリー,参照表示,-,"当月実績.売上（税抜）, 当月実績.売上予算",既存(V89/V69),210
5次,本部管理者,-（新規画面）,-,,,,,店舗監査未実施リスト,L4(提案),派生,【品質管理】定期監査の実施管理,前回監査から規定日数経過した店舗一覧,規定サイクル内100%実施が目標,"監査実施日(1次 要追加), 監査スケジュール(マスタ:1次)",監査スケジュール管理機能の追加必要,H-07
5次,本部管理者,-（新規画面）,-,,,,,本部間接コスト配賦率,L4(提案),派生,【効率】本部コストの店舗別按分、真の店舗収益性把握,本部コスト ÷ 全店舗売上 × 店舗別売上,営業利益への影響度を確認,"本部コスト(1次 要追加), 店舗別売上(2次)",本部コストの費目別入力必要,H-14
5次,本部管理者,"PA人件費率分析, 店舗別人件費",-,,,,,ヘルプ人件費率,L4(提案),派生,【人的資源】応援人件費の恒常化チェック、採用計画の根拠,ヘルプ人件費 ÷ 総人件費 × 100,5%以下:健全 / 15%超:採用増強検討,"ヘルプ人件費(2次), 総人件費(3次)",既存データから算出可能,H-12
5次,本部管理者,"ダッシュボード.主要KPI指標, 異常検知フラグ",-,,,,,全店舗異常検知アラート,L4(提案),派生,【統制】売上/客数/在庫の異常変動を全店横断で監視,各指標のZスコア >= 2 の店舗一覧,Zスコア2以上:要確認 / 3以上:緊急調査,"各種業績指標(2-4次), 過去平均・標準偏差(計算用)",過去データの保持が必要,H-13
5次,本部管理者,"予算一覧（予算構成）, 予実対比（一覧）",-,,,,,達成率変動係数,L4(提案),派生,【統制】予算達成率のばらつき、管理安定性指標,店舗別予算達成率の標準偏差 ÷ 平均,0.1以下:非常に安定 / 0.3超:ばらつき大,"予算対比率(4次), 店舗別平均(4次)",既存データから算出,H-10
5次,本部管理者,"店舗別サマリー, 年間予実対比",-,,,,,新店vs既存店パフォーマンス,L4(提案),派生,【成長性】新店の立ち上がりペース評価,新店平均KPI ÷ 既存店平均KPI,80%以上:立ち上がり順調 / 60%未満:要てこ入れ,"店舗ラベル(1次:新店フラグ), 各種業績指標(2-4次)",新店フラグのラベル管理必要,H-11
5次,本部管理者,"店舗別サマリー, 店舗ラベル別サマリー",-,,,,,閉店リスクスコア,L4(提案),派生,【リスク】継続営業リスクの早期警戒,営業利益率 × 売上成長率 ÷ 100,>0:健全 / -5〜0:監視 / <-5:赤信号,"営業利益率(4次), 売上成長率(4次)",時系列データ必要,H-08
5次,本部管理者,"店舗別サマリー, 当月実績",-,,,,,全店舗日次売上達成率,L4(提案),派生,【統制】全店の業績を日次で一覧把握、未達店舗の早期発見,店舗別(日次売上÷日次予算)×100 の全店一覧,95%以上:緑 / 85-95%:黄 / 85%未満:赤,"日次売上(1次), 日次予算(3次)",日次予算の按分データ必要,H-01
5次,本部管理者,"店舗別人件費, PA人件費率分析",-,,,,,人件費日次予実乖離,L4(提案),派生,【統制】人件費の予算超過を早期検知,(日次実績人件費 - 日次予算人件費) ÷ 日次予算人件費,±5%:許容 / +10%超:要確認,"人件費(2次), 人件費予算(3次)",日次シフト×時給データの整備必要,H-03
5次,本部管理者,"店舗別人件費, PA人件費率分析",-,,,,,店舗別労働分配率,L4(提案),派生,【人的資源】人件費の粗利比率、店舗別人員適正化,人件費 ÷ 粗利 × 100,40%以下:優良 / 40-50%:標準 / 50%超:要改善,"人件費(2次), 粗利(3次)",既存指標ベースで算出可能,H-09
5次,本部管理者,"棚卸, 棚卸詳細, 商品別仕入分析",-,,,,,店舗別在庫残日数,L4(提案),派生,【在庫管理】仕入過剰/欠品リスクの検知、発注支援,期末在庫金額 ÷ 日次使用金額（平均）,3-7日:適正 / 10日超:過剰在庫 / 2日未満:欠品リスク,"棚卸金額(3次), 仕入金額(2次)",棚卸頻度週次以上が前提,H-02
5次,本部管理者,"発注書一覧, 納品書管理",-,,,,,発注遅延店舗数,L4(提案),派生,【統制】発注締切超過の検知,発注締切を過ぎた店舗数 / 全店数 × 100,0%が目標 / 10%超で要対応,"発注日時(1次:納品書撮影 or 発注書一覧), 発注締切(マスタ:1次)",発注締切マスタ整備必要,H-05
5次,本部管理者,"納品書管理, 納品書詳細",-,,,,,納品差異サマリー（全店）,L4(提案),派生,【品質管理】納品トラブルの全社集計、仕入先別問題把握,店舗×仕入先×日別の納品差異件数,差異5件以上/日で要調査,"納品差異(2次), 仕入先(1次)",既存データから集計可能,H-06
5次,本部管理者,"費用実績入力, 売上経費入力（売上）, 棚卸",-,,,,,実績入力遅延店舗リスト,L4(提案),派生,【統制】データ入力コンプライアンス、本部集計遅延防止,前日までの実績入力が未完了の店舗一覧,当日正午までに全店入力完了が目標,"入力ステータス(1次), 締切日(マスタ:1次)",入力タイムスタンプの記録必要,H-04
