次数,画面タイトル,画面タイプ,指標名,計算レイヤー,スコープ,指標タイプ,指標タイプ詳細（定義）,演算ロジック,演算式詳細,経営重要度,データソース区分,機能説明,ラクミーテーブル名.カラム名,依存先指標,被参照指標,V89No
1次,店舗間商品移動,実績入力画面,商品タイプ,L0,-,ユーザー入力単独,設定画面での直接入力（費用/棚卸等）,データ,stocking_transfers.transfer_type,C,費用・棚卸（入力）,店舗間の商品移動を管理。FD仕入の調整に反映,stocking_transfers.transfer_type（店舗間移動入力）,-,-,94
1次,月次予算設定,設定入力画面,目標月次利益,L0,-,ユーザー入力単独,Step1: 目標月次利益を金額で入力,入力値（金額）,monthly_budgets.profit,A,予算設定（入力）,月次の予算詳細設定,monthly_budgets.profit,-,-,43
1次,月次予算設定,設定入力画面,FD仕入比率,L0,-,ユーザー入力単独,Step2: FD仕入費率を％で入力,入力値（％）,monthly_budgets.food_cost_rate,B,予算設定（入力）,月次の予算詳細設定,monthly_budgets.food_cost_rate,-,-,44
1次,月次予算設定,設定入力画面,PA人件費率,L0,-,ユーザー入力単独,Step2: PA人件費率を％で入力,入力値（％）,monthly_budgets.labor_cost_rate,B,予算設定（入力）,月次の予算詳細設定,monthly_budgets.labor_cost_rate,-,-,45
1次,月次予算設定,設定入力画面,目標客単価（税抜）,L0,-,ユーザー入力単独,Step3: 目標客単価を金額で入力,入力値（金額）,monthly_budgets.sales_per_customer,B,予算設定（入力）,月次の予算詳細設定,monthly_budgets.sales_per_customer,-,-,46
1次,棚卸,実績入力画面,棚卸商品,L0,-,ユーザー入力単独,棚卸画面での直接入力,入力値,inventory_items.name,D,費用・棚卸（入力）,-,inventory_items.name,-,-,95
1次,棚卸,実績入力画面,在庫数量,L0,-,ユーザー入力単独,棚卸画面での直接入力,入力値,inventory_items.num,C,費用・棚卸（入力）,-,inventory_items.num,-,-,96
1次,棚卸,実績入力画面,商品単価,L0,-,ユーザー入力単独,棚卸画面での直接入力,入力値,inventory_items.price,C,費用・棚卸（入力）,-,inventory_items.price,-,-,97
1次,棚卸詳細,一覧表示画面,カテゴリ,L0,-,マスタ参照表示,マスタから取得して表示,マスタ参照,labels.name,D,ラベルマスタ（設定）,棚卸結果の詳細。在庫数量・単価・小計の確認,labels.name,-,-,456
1次,棚卸（カテゴリ、タブ選択）,実績入力画面,肉類（カテゴリ１）,L0,-,マスタ参照表示,棚卸カテゴリの選択タブ,-,-,C,カテゴリマスタ（参照）,【ラクミーアプリ】肉類・魚介類等のカテゴリタブで棚卸対象を選択,inventory_categories.id=1,[マスタ]カテゴリマスタ,棚卸（数量・単価の編集）,756
1次,棚卸（カテゴリ、タブ選択）,実績入力画面,魚介類（カテゴリ２）,L0,-,マスタ参照表示,棚卸カテゴリの選択タブ,-,-,C,カテゴリマスタ（参照）,【ラクミーアプリ】肉類・魚介類等のカテゴリタブで棚卸対象を選択,inventory_categories.id=2,[マスタ]カテゴリマスタ,棚卸（数量・単価の編集）,757
1次,棚卸（カテゴリ、タブ選択）,実績入力画面,野菜・果物（カテゴリ３）,L0,-,マスタ参照表示,棚卸カテゴリの選択タブ,-,-,C,カテゴリマスタ（参照）,【ラクミーアプリ】肉類・魚介類等のカテゴリタブで棚卸対象を選択,inventory_categories.id=3,[マスタ]カテゴリマスタ,棚卸（数量・単価の編集）,758
1次,棚卸（カテゴリ、タブ選択）,実績入力画面,加工品（カテゴリ４）,L0,-,マスタ参照表示,棚卸カテゴリの選択タブ,-,-,D,カテゴリマスタ（参照）,【ラクミーアプリ】肉類・魚介類等のカテゴリタブで棚卸対象を選択,inventory_categories.id=4,[マスタ]カテゴリマスタ,棚卸（数量・単価の編集）,759
1次,棚卸（カテゴリ、タブ選択）,実績入力画面,米・穀物（カテゴリ５）,L0,-,マスタ参照表示,棚卸カテゴリの選択タブ,-,-,D,カテゴリマスタ（参照）,【ラクミーアプリ】肉類・魚介類等のカテゴリタブで棚卸対象を選択,inventory_categories.id=5,[マスタ]カテゴリマスタ,棚卸（数量・単価の編集）,760
1次,棚卸（カテゴリ、タブ選択）,実績入力画面,麺・パン（カテゴリ６）,L0,-,マスタ参照表示,棚卸カテゴリの選択タブ,-,-,D,カテゴリマスタ（参照）,【ラクミーアプリ】肉類・魚介類等のカテゴリタブで棚卸対象を選択,inventory_categories.id=6,[マスタ]カテゴリマスタ,棚卸（数量・単価の編集）,761
1次,棚卸（カテゴリ、タブ選択）,実績入力画面,乾物・缶詰（カテゴリ７）,L0,-,マスタ参照表示,棚卸カテゴリの選択タブ,-,-,D,カテゴリマスタ（参照）,【ラクミーアプリ】肉類・魚介類等のカテゴリタブで棚卸対象を選択,inventory_categories.id=7,[マスタ]カテゴリマスタ,棚卸（数量・単価の編集）,762
1次,棚卸（カテゴリ、タブ選択）,実績入力画面,調味料（カテゴリ８）,L0,-,マスタ参照表示,棚卸カテゴリの選択タブ,-,-,D,カテゴリマスタ（参照）,【ラクミーアプリ】肉類・魚介類等のカテゴリタブで棚卸対象を選択,inventory_categories.id=8,[マスタ]カテゴリマスタ,棚卸（数量・単価の編集）,763
1次,棚卸（カテゴリ、タブ選択）,実績入力画面,酒・ドリンク（カテゴリ９）,L0,-,マスタ参照表示,棚卸カテゴリの選択タブ,-,-,C,カテゴリマスタ（参照）,【ラクミーアプリ】肉類・魚介類等のカテゴリタブで棚卸対象を選択,inventory_categories.id=9,[マスタ]カテゴリマスタ,棚卸（数量・単価の編集）,764
1次,棚卸（カテゴリ、タブ選択）,実績入力画面,資材（カテゴリ１０）,L0,-,マスタ参照表示,棚卸カテゴリの選択タブ,-,-,D,カテゴリマスタ（参照）,【ラクミーアプリ】肉類・魚介類等のカテゴリタブで棚卸対象を選択,inventory_categories.id=10,[マスタ]カテゴリマスタ,棚卸（数量・単価の編集）,765
1次,棚卸（カテゴリ、タブ選択）,実績入力画面,その他（カテゴリ１１）,L0,-,マスタ参照表示,棚卸カテゴリの選択タブ,-,-,D,カテゴリマスタ（参照）,【ラクミーアプリ】肉類・魚介類等のカテゴリタブで棚卸対象を選択,inventory_categories.id=11,[マスタ]カテゴリマスタ,棚卸（数量・単価の編集）,766
1次,棚卸（ラベル、タブ選択）,実績入力画面,ラベル名１,L0,-,マスタ参照表示,ラクミーウェブのラベル設定で作成,-,-,C,ラベルマスタ（参照）,【ラクミーアプリ】ラクミーウェブで設定したラベルで棚卸対象を選択,labels.name,[マスタ]ラベル設定.ラベル名,棚卸（数量・単価の編集）,767
1次,棚卸（ラベル、タブ選択）,実績入力画面,ラベル名２,L0,-,マスタ参照表示,ラクミーウェブのラベル設定で作成,-,-,D,ラベルマスタ（参照）,【ラクミーアプリ】ラクミーウェブで設定したラベルで棚卸対象を選択,labels.name,[マスタ]ラベル設定.ラベル名,棚卸（数量・単価の編集）,768
1次,棚卸（ラベル、タブ選択）,実績入力画面,ラベル名３〜１０,L0,-,マスタ参照表示,ラクミーウェブのラベル設定で作成,-,-,D,ラベルマスタ（参照）,【ラクミーアプリ】ラクミーウェブで設定したラベルで棚卸対象を選択,labels.name,[マスタ]ラベル設定.ラベル名,棚卸（数量・単価の編集）,769
1次,棚卸（数量・単価の編集）,実績入力画面,商品名,L0,-,マスタ参照表示,仕入商品マスタから表示,-,-,C,商品マスタ（参照）,【ラクミーアプリ】在庫数量・単価を入力。推奨単価は直近の納品データから表示,infomart_items.name,[マスタ]ラベル設定（仕入商品）.商品名,ラクミーウェブ.棚卸詳細,771
1次,棚卸（数量・単価の編集）,実績入力画面,仕入れ先,L0,-,マスタ参照表示,発注先マスタから表示,-,-,C,発注先マスタ（参照）,【ラクミーアプリ】在庫数量・単価を入力。推奨単価は直近の納品データから表示,infomart_clients.name,[マスタ]ラベル設定（仕入商品）.発注先,-,772
1次,棚卸（数量・単価の編集）,実績入力画面,在庫数量,L0,-,ユーザー入力単独,現物在庫数量を入力,-,-,B,inventories + inventory_items（アプリ入力）,【ラクミーアプリ】在庫数量・単価を入力。推奨単価は直近の納品データから表示,inventories.quantity,ユーザー入力（棚卸）,"ラクミーウェブ.棚卸詳細, FD分析.当月在庫高",773
1次,棚卸（数量・単価の編集）,実績入力画面,単価（税抜）,L0,-,ユーザー入力単独,在庫の単価を入力,-,-,B,inventories + inventory_items（アプリ入力）,【ラクミーアプリ】在庫数量・単価を入力。推奨単価は直近の納品データから表示,inventories.unit_price,ユーザー入力（棚卸）,ラクミーウェブ.棚卸詳細.商品単価,774
1次,流入分析,分析画面,総卓数,L0,-,マスタ参照表示,マスタから取得して表示,マスタ参照,店舗マスタ.total_tables,D,店舗マスタ（設定）,-,shops.total_tables,[マスタ]shops.total_tables,流入分析.回転数,363
1次,発注先商品管理,設定入力画面,商品名,L0,-,ユーザー入力単独,ユーザーが設定入力,入力値,infomart_items.name,D,商品マスタ（設定）,発注先ごとの商品マスタ。ラクミーアプリの発注書作成で商品選択に使用,infomart_items.name,-,-,56
1次,発注先商品管理,設定入力画面,商品コード,L0,-,ユーザー入力単独,ユーザーが設定入力,入力値,infomart_items.code,D,商品マスタ（設定）,発注先ごとの商品マスタ。ラクミーアプリの発注書作成で商品選択に使用,infomart_items.code,-,-,57
1次,発注先商品管理,設定入力画面,ステータス,L0,-,ユーザー入力単独,ユーザーが設定入力,入力値,infomart_items.status,D,商品マスタ（設定）,発注先ごとの商品マスタ。ラクミーアプリの発注書作成で商品選択に使用,infomart_items.status,-,-,58
1次,発注先商品管理,設定入力画面,単位,L0,-,ユーザー入力単独,ユーザーが設定入力,入力値,infomart_items.unit,D,商品マスタ（設定）,発注先ごとの商品マスタ。ラクミーアプリの発注書作成で商品選択に使用,infomart_items.unit,-,-,59
1次,発注先商品管理,設定入力画面,税区分,L0,-,ユーザー入力単独,ユーザーが設定入力,入力値,infomart_items.tax_type,D,商品マスタ（設定）,発注先ごとの商品マスタ。ラクミーアプリの発注書作成で商品選択に使用,infomart_items.tax_type,-,-,60
1次,発注先情報編集,設定入力画面,発注先,L0,-,ユーザー入力単独,ユーザーが設定入力,入力値,infomart_clients.name,D,発注先マスタ（設定）,-,infomart_clients.name,-,-,61
1次,発注先情報編集,設定入力画面,表示名,L0,-,ユーザー入力単独,ユーザーが設定入力,入力値,infomart_clients.display_name,D,発注先マスタ（設定）,-,infomart_clients.display_name,-,-,62
1次,発注先情報編集,設定入力画面,店舗コード,L0,-,ユーザー入力単独,ユーザーが設定入力,入力値,shops.code,D,店舗マスタ（設定）,-,shops.code,-,-,63
1次,発注先管理,設定入力画面,発注先名,L0,-,ユーザー入力単独,ユーザーが設定入力,入力値,infomart_clients.name,D,発注先マスタ（設定）,-,infomart_clients.name,-,-,64
1次,発注先管理,設定入力画面,カテゴリ,L0,-,ユーザー入力単独,ユーザーが設定入力,入力値,labels.name,D,ラベルマスタ（設定）,-,labels.name,-,-,65
