ラクミー経営管理 店舗画面 データソース定義表 V89（V88+地代家賃設定・費用実績入力・予算一覧9費目・単月地代家賃・月次予算設定修正 統合版）
作成日: 2026-04-20
総指標数,859
基準: V88 + 以下4パッチ統合
"  - V88_追加差分_地代家賃設定_費用実績入力.csv (50行: P1-P21, R1-R29)"
  - V88_追加差分_予算一覧_9費目追加.csv (9行: 446a-446i)
  - V88_追加差分_単月費用設定_単月地代家賃追加.csv (1行: 79a)
  - V88_修正差分_月次予算設定_固定変動費用予算_地代家賃反映.csv (No.54/73c REPLACE)
備考: V88ソースにあったテンプレート残骸4行(No='No')を除外済み
経営重要度: 店長視点

No,プロダクト区分,画面タイプ,画面タイトル,指標名,独自指標レベル,経営重要度,計算レイヤー,データスコープ,データ負荷レベル,データソース区分,指標タイプ,指標タイプ詳細,ラクミーテーブル名.カラム名,外部連携テーブル名.テーブル列名,外部連携グループ名,演算範囲,演算ロジック,演算式詳細,中間画面名.画面指標名,インプット元（画面名.指標名）,アウトプット先（画面名.画面指標名）,データリネージュ（完全版）,依存先指標（画面名.指標名）,依存先指標（テーブル名.列名）,被参照指標（画面名.指標名）,依存先指標数,被参照指標数,参照頻度,演算コスト,システム負荷,負荷要因,推奨対応,キャッシュ戦略,スナップショット対象,更新トリガー,画面カテゴリ,指標区分,指標区分の説明,機能説明,判断,AI推測の理由,不明点,改善
72,ラクミーウェブ,設定入力画面,売上構成比設定,ランチ比率,L0,B,L0,単一レコード,低,予算設定（入力）,ユーザー入力単独,売上構成比設定画面でランチ売上比率を入力,budget_sales_compositions.lunch_ratio,-,-,-,入力値（％）,budget_sales_compositions.lunch_ratio,-,ユーザー入力（売上構成比設定）,予算設定.ランチ売上比,ユーザー入力 → 売上構成比設定.ランチ比率 → 予算設定.ランチ売上比,ユーザー入力（売上構成比設定）,-; budget_sales_compositions.lunch_ratio,予算設定.ランチ売上比,0,1,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,ユーザー操作時,設定入力画面,設定入力,ユーザーが入力する予算・費用設定値。月次予算設定のサブ設定。,ランチ/ディナー・フード/ドリンク/その他の売上構成比を設定,新規追加,月次予算設定のサブ設定画面,-,-
73,ラクミーウェブ,設定入力画面,売上構成比設定,ディナー比率,L0,B,L0,単一レコード,低,予算設定（入力）,ユーザー入力単独,売上構成比設定画面でディナー売上比率を入力,budget_sales_compositions.dinner_ratio,-,-,-,入力値（％）,budget_sales_compositions.dinner_ratio,-,ユーザー入力（売上構成比設定）,-,ユーザー入力 → 売上構成比設定.ディナー比率 → 予算設定.ディナー売上比,ユーザー入力（売上構成比設定）,-; budget_sales_compositions.dinner_ratio,-,0,0,低,中,中,-,監視継続,短期キャッシュ(1-5分),×,ユーザー操作時,設定入力画面,設定入力,ユーザーが入力する予算・費用設定値。月次予算設定のサブ設定。,ランチ/ディナー・フード/ドリンク/その他の売上構成比を設定,新規追加,月次予算設定のサブ設定画面,-,-
74,ラクミーウェブ,設定入力画面,売上構成比設定,フード構成比,L0,B,L0,単一レコード,低,予算設定（入力）,ユーザー入力単独,売上構成比設定画面でフード売上比率を入力,budget_sales_compositions.food_ratio,-,-,-,入力値（％）,budget_sales_compositions.food_ratio,-,ユーザー入力（売上構成比設定）,予算設定.フード売上比,ユーザー入力 → 売上構成比設定.フード構成比 → 予算設定.フード売上比,ユーザー入力（売上構成比設定）,-; budget_sales_compositions.food_ratio,予算設定.フード売上比,0,1,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,ユーザー操作時,設定入力画面,設定入力,ユーザーが入力する予算・費用設定値。月次予算設定のサブ設定。,ランチ/ディナー・フード/ドリンク/その他の売上構成比を設定,新規追加,月次予算設定のサブ設定画面,-,-
75,ラクミーウェブ,設定入力画面,売上構成比設定,ドリンク構成比,L0,B,L0,単一レコード,低,予算設定（入力）,ユーザー入力単独,売上構成比設定画面でドリンク売上比率を入力,budget_sales_compositions.drink_ratio,-,-,-,入力値（％）,budget_sales_compositions.drink_ratio,-,ユーザー入力（売上構成比設定）,予算設定.ドリンク売上比,ユーザー入力 → 売上構成比設定.ドリンク構成比 → 予算設定.ドリンク売上比,ユーザー入力（売上構成比設定）,-; budget_sales_compositions.drink_ratio,予算設定.ドリンク売上比,0,1,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,ユーザー操作時,設定入力画面,設定入力,ユーザーが入力する予算・費用設定値。月次予算設定のサブ設定。,ランチ/ディナー・フード/ドリンク/その他の売上構成比を設定,新規追加,月次予算設定のサブ設定画面,-,-
76,ラクミーウェブ,設定入力画面,売上構成比設定,その他構成比,L0,B,L0,単一レコード,低,予算設定（入力）,ユーザー入力単独,売上構成比設定画面でその他売上比率を入力,budget_sales_compositions.other_ratio,-,-,-,入力値（％）,budget_sales_compositions.other_ratio,-,ユーザー入力（売上構成比設定）,予算設定.その他売上比,ユーザー入力 → 売上構成比設定.その他構成比 → 予算設定.その他売上比,ユーザー入力（売上構成比設定）,-; budget_sales_compositions.other_ratio,予算設定.その他売上比,0,1,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,ユーザー操作時,設定入力画面,設定入力,ユーザーが入力する予算・費用設定値。月次予算設定のサブ設定。,ランチ/ディナー・フード/ドリンク/その他の売上構成比を設定,新規追加,月次予算設定のサブ設定画面,-,-
31,ラクミーウェブ,設定入力画面,店舗管理,店舗名,L0,B,L0,単一レコード,低,店舗マスタ（設定）,ユーザー入力単独,ユーザーが設定入力,shops.name,-,ユーザー入力（店舗設定）,-,入力値,shops.name,-,-,-,shops.name → 店舗管理.店舗名,-,-; shops.name,-,0,0,低,中,中,-,監視継続,短期キャッシュ(1-5分),×,ユーザー操作時,設定入力画面,設定入力,ユーザーが入力する店舗設定値,店舗の基本情報設定。坪数・席数等はKPI計算に使用,設定/入力検証済,データソース: 店舗マスタ（設定）,-,-
32,ラクミーウェブ,設定入力画面,店舗管理,電話番号,L1,D,L0,単一レコード,低,店舗マスタ（設定）,ユーザー入力単独,ユーザーが設定入力,shops.phone_number,-,ユーザー入力（店舗設定）,-,入力値,shops.phone_number,-,-,-,shops.phone_number → 店舗管理.電話番号,-,-; shops.phone_number,-,0,0,低,中,中,-,監視継続,短期キャッシュ(1-5分),×,ユーザー操作時,設定入力画面,設定入力,ユーザーが入力する店舗設定値,店舗の基本情報設定。坪数・席数等はKPI計算に使用,設定/入力検証済,データソース: 店舗マスタ（設定）,-,-
33,ラクミーウェブ,設定入力画面,店舗管理,郵便番号,L1,D,L0,単一レコード,低,店舗マスタ（設定）,ユーザー入力単独,ユーザーが設定入力,shops.postal_code,-,ユーザー入力（店舗設定）,-,入力値,shops.postal_code,-,-,-,shops.postal_code → 店舗管理.郵便番号,-,-; shops.postal_code,-,0,0,低,中,中,-,監視継続,短期キャッシュ(1-5分),×,ユーザー操作時,設定入力画面,設定入力,ユーザーが入力する店舗設定値,店舗の基本情報設定。坪数・席数等はKPI計算に使用,設定/入力検証済,データソース: 店舗マスタ（設定）,-,-
34,ラクミーウェブ,設定入力画面,店舗管理,都道府県,L1,D,L0,単一レコード,低,店舗マスタ（設定）,ユーザー入力単独,ユーザーが設定入力,shops.prefecture,-,ユーザー入力（店舗設定）,-,入力値,shops.prefecture,-,-,-,shops.prefecture → 店舗管理.都道府県,-,-; shops.prefecture,-,0,0,低,中,中,-,監視継続,短期キャッシュ(1-5分),×,ユーザー操作時,設定入力画面,設定入力,ユーザーが入力する店舗設定値,店舗の基本情報設定。坪数・席数等はKPI計算に使用,設定/入力検証済,データソース: 店舗マスタ（設定）,-,-
35,ラクミーウェブ,設定入力画面,店舗管理,住所,L1,D,L0,単一レコード,低,店舗マスタ（設定）,ユーザー入力単独,ユーザーが設定入力,shops.address,-,ユーザー入力（店舗設定）,-,入力値,shops.address,-,-,-,shops.address → 店舗管理.住所,-,-; shops.address,-,0,0,低,中,中,-,監視継続,短期キャッシュ(1-5分),×,ユーザー操作時,設定入力画面,設定入力,ユーザーが入力する店舗設定値,店舗の基本情報設定。坪数・席数等はKPI計算に使用,設定/入力検証済,データソース: 店舗マスタ（設定）,-,-
36,ラクミーウェブ,設定入力画面,店舗管理,建物,L1,D,L0,単一レコード,低,店舗マスタ（設定）,ユーザー入力単独,ユーザーが設定入力,shops.building,-,ユーザー入力（店舗設定）,-,入力値,shops.building,-,-,-,shops.building → 店舗管理.建物,-,-; shops.building,-,0,0,低,中,中,-,監視継続,短期キャッシュ(1-5分),×,ユーザー操作時,設定入力画面,設定入力,ユーザーが入力する店舗設定値,店舗の基本情報設定。坪数・席数等はKPI計算に使用,設定/入力検証済,データソース: 店舗マスタ（設定）,-,-
37,ラクミーウェブ,設定入力画面,店舗管理,業種,L1,D,L0,単一レコード,低,店舗マスタ（設定）,ユーザー入力単独,ユーザーが設定入力,shops.industry_type,-,ユーザー入力（店舗設定）,-,入力値,shops.industry_type,-,-,-,shops.industry_type → 店舗管理.業種,-,-; shops.industry_type,-,0,0,低,中,中,-,監視継続,短期キャッシュ(1-5分),×,ユーザー操作時,設定入力画面,設定入力,ユーザーが入力する店舗設定値,店舗の基本情報設定。坪数・席数等はKPI計算に使用,設定/入力検証済,データソース: 店舗マスタ（設定）,-,-
38,ラクミーウェブ,設定入力画面,店舗管理,業態,L1,D,L0,単一レコード,低,店舗マスタ（設定）,ユーザー入力単独,ユーザーが設定入力,shops.business_type,-,ユーザー入力（店舗設定）,-,入力値,shops.business_type,-,-,-,shops.business_type → 店舗管理.業態,-,-; shops.business_type,-,0,0,低,中,中,-,監視継続,短期キャッシュ(1-5分),×,ユーザー操作時,設定入力画面,設定入力,ユーザーが入力する店舗設定値,店舗の基本情報設定。坪数・席数等はKPI計算に使用,設定/入力検証済,データソース: 店舗マスタ（設定）,-,-
39,ラクミーウェブ,設定入力画面,店舗管理,総卓数,L1,B,L0,単一レコード,低,店舗マスタ（設定）,ユーザー入力単独,ユーザーが設定入力,shops.total_table_num,-,ユーザー入力（店舗設定）,-,入力値,shops.total_table_num,-,-,流入分析.総卓数,shops.total_table_num → 店舗管理.総卓数,-,-; shops.total_table_num,流入分析.総卓数,0,1,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,ユーザー操作時,設定入力画面,設定入力,ユーザーが入力する店舗設定値,店舗の基本情報設定。坪数・席数等はKPI計算に使用,設定/入力検証済,データソース: 店舗マスタ（設定）,-,-
40,ラクミーウェブ,設定入力画面,店舗管理,総席数,L1,B,L0,単一レコード,低,店舗マスタ（設定）,ユーザー入力単独,ユーザーが設定入力,shops.total_seat_num,-,ユーザー入力（店舗設定）,-,入力値,shops.total_seat_num,-,-,流入分析.総席数,shops.total_seat_num → 店舗管理.総席数,-,-; shops.total_seat_num,流入分析.総席数,0,1,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,ユーザー操作時,設定入力画面,設定入力,ユーザーが入力する店舗設定値,店舗の基本情報設定。坪数・席数等はKPI計算に使用,設定/入力検証済,データソース: 店舗マスタ（設定）,-,-
41,ラクミーウェブ,設定入力画面,店舗管理,坪数,L1,B,L0,単一レコード,低,店舗マスタ（設定）,ユーザー入力単独,ユーザーが設定入力,shops.total_area_num,-,ユーザー入力（店舗設定）,-,入力値,shops.total_area_num,-,-,主要KPI指標.坪月商,shops.total_area_num → 店舗管理.坪数,-,-; shops.total_area_num,主要KPI指標.坪月商,0,1,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,ユーザー操作時,設定入力画面,設定入力,ユーザーが入力する店舗設定値,店舗の基本情報設定。坪数・席数等はKPI計算に使用,設定/入力検証済,データソース: 店舗マスタ（設定）,-,-
42,ラクミーウェブ,設定入力画面,店舗管理,初期投資額,L1,B,L0,単一レコード,低,店舗マスタ（設定）,ユーザー入力単独,ユーザーが設定入力,shops.initial_investment,-,ユーザー入力（店舗設定）,-,入力値,shops.initial_investment,-,-,主要KPI指標.ROI,shops.initial_investment → 店舗管理.初期投資額,-,-; shops.initial_investment,主要KPI指標.ROI,0,1,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,ユーザー操作時,設定入力画面,設定入力,ユーザーが入力する店舗設定値,店舗の基本情報設定。坪数・席数等はKPI計算に使用,設定/入力検証済,データソース: 店舗マスタ（設定）,-,-
43,ラクミーウェブ,設定入力画面,月次予算設定,目標月次利益,L0,A,L0,単一レコード,低,予算設定（入力）,ユーザー入力単独,Step1: 目標月次利益を金額で入力,monthly_budgets.profit,-,ユーザー入力（予算設定）,-,入力値（金額）,monthly_budgets.profit,-,-,-,monthly_budgets.profit → 月次予算設定.目標月次利益,-,-; monthly_budgets.profit,-,0,0,低,中,中,-,監視継続,短期キャッシュ(1-5分),×,ユーザー操作時,設定入力画面,設定入力,ユーザーが入力する予算設定値,月次の予算詳細設定,設定/入力検証済,データソース: 予算設定（入力）,-,-
44,ラクミーウェブ,設定入力画面,月次予算設定,FD仕入比率,L0,B,L0,単一レコード,低,予算設定（入力）,ユーザー入力単独,Step2: FD仕入費率を％で入力,monthly_budgets.food_cost_rate,-,ユーザー入力（予算設定）,-,入力値（％）,monthly_budgets.food_cost_rate,-,-,-,monthly_budgets.food_cost_rate → 月次予算設定.FD仕入比率,-,-; monthly_budgets.food_cost_rate,-,0,0,低,中,中,-,監視継続,短期キャッシュ(1-5分),×,ユーザー操作時,設定入力画面,設定入力,ユーザーが入力する予算設定値,月次の予算詳細設定,設定/入力検証済,データソース: 予算設定（入力）,-,-
45,ラクミーウェブ,設定入力画面,月次予算設定,PA人件費率,L0,B,L0,単一レコード,低,予算設定（入力）,ユーザー入力単独,Step2: PA人件費率を％で入力,monthly_budgets.labor_cost_rate,-,ユーザー入力（予算設定）,-,入力値（％）,monthly_budgets.labor_cost_rate,-,-,-,monthly_budgets.labor_cost_rate → 月次予算設定.PA人件費率,-,-; monthly_budgets.labor_cost_rate,-,0,0,低,中,中,-,監視継続,短期キャッシュ(1-5分),×,ユーザー操作時,設定入力画面,設定入力,ユーザーが入力する予算設定値,月次の予算詳細設定,設定/入力検証済,データソース: 予算設定（入力）,-,-
