81,設定入力画面,発注先情報編集,発注先,L2,D,-,発注先マスタ（設定）,ユーザー入力単独,ユーザーが設定入力,入力値,infomart_clients.name,-,infomart_clients.name,-,ユーザー入力（発注先設定）,-,-,infomart_clients.name → 発注先情報編集.発注先,設定/入力検証済,データソース: 発注先マスタ（設定）,-,-,設定入力画面,設定入力,ユーザーが入力する発注先設定値,低,中,中,監視継続
82,設定入力画面,発注先情報編集,表示名,L2,D,-,発注先マスタ（設定）,ユーザー入力単独,ユーザーが設定入力,入力値,infomart_clients.display_name,-,infomart_clients.display_name,-,ユーザー入力（発注先設定）,-,-,infomart_clients.display_name → 発注先情報編集.表示名,設定/入力検証済,データソース: 発注先マスタ（設定）,-,-,設定入力画面,設定入力,ユーザーが入力する発注先設定値,低,中,中,監視継続
83,設定入力画面,発注先情報編集,店舗コード,L2,D,-,店舗マスタ（設定）,ユーザー入力単独,ユーザーが設定入力,入力値,shops.code,-,shops.code,-,マスタ参照,-,-,shops.code → 発注先情報編集.店舗コード,設定/入力検証済,データソース: 店舗マスタ（設定）,-,-,設定入力画面,設定入力,ユーザーが入力する発注先設定値,低,中,中,監視継続
84,設定入力画面,発注先管理,発注先名,L2,D,-,発注先マスタ（設定）,ユーザー入力単独,ユーザーが設定入力,入力値,infomart_clients.name,-,infomart_clients.name,-,ユーザー入力（発注先設定）,-,-,infomart_clients.name → 発注先管理.発注先名,設定/入力検証済,データソース: 発注先マスタ（設定）,-,-,設定入力画面,設定入力,ユーザーが入力する発注先設定値,低,中,中,監視継続
85,設定入力画面,発注先管理,カテゴリ,L2,D,-,ラベルマスタ（設定）,ユーザー入力単独,ユーザーが設定入力,入力値,labels.name,-,labels.name,-,ユーザー入力（発注先設定）,-,-,labels.name → 発注先管理.カテゴリ,設定/入力検証済,データソース: ラベルマスタ（設定）,-,-,設定入力画面,設定入力,ユーザーが入力する発注先設定値,低,中,中,監視継続
86,設定入力画面,費用設定編集,費目名,L2,D,-,費用設定（入力）,ユーザー入力単独,費目名を入力,入力値（テキスト）,monthly_cost_items.name,-,monthly_cost_items.name,-,ユーザー入力（費用設定）,-,-,monthly_cost_items.name → 費用設定編集.費目名,設定/入力検証済,データソース: 費目マスタ（設定）,-,-,設定入力画面,設定入力,ユーザーが入力する費用設定値,低,中,中,監視継続
87,設定入力画面,費用設定編集,設定タイプ（固定費用予算、変動費用予算）,L2,D,-,費用設定（入力）,ユーザー入力単独,変動費用予算/固定費用予算を選択入力,選択入力（区分）,monthly_cost_items.cost_type,-,monthly_cost_items.cost_type,-,ユーザー入力（費用設定）,-,-,monthly_cost_items.cost_type → 費用設定編集.設定タイプ（固定費用予算、変動費用予算）,設定/入力検証済,データソース: 費目マスタ（設定）,-,-,設定入力画面,設定入力,ユーザーが入力する費用設定値,低,中,中,監視継続
88,設定入力画面,費用設定編集,固定費用予算デフォルト数値,L2,C,-,費用設定（入力）,ユーザー入力単独,固定費用予算のデフォルト金額を入力,入力値（金額）,monthly_cost_items.default_value,-,monthly_cost_items.default_value,-,ユーザー入力（費用設定）,-,-,monthly_cost_items.default_value → 費用設定編集.固定費用予算デフォルト数値,設定/入力検証済,データソース: 費目マスタ（設定）,-,-,設定入力画面,設定入力,ユーザーが入力する費用設定値,低,中,中,監視継続
89,設定入力画面,費用設定（一覧）,費目,L2,D,-,費目マスタ（設定）,ユーザー入力単独,ユーザーが設定入力,入力値,monthly_cost_items.name,-,monthly_cost_items.name,-,マスタ参照,-,-,monthly_cost_items.name → 費用設定（一覧）.費目,設定/入力検証済,データソース: 費目マスタ（設定）,-,-,設定入力画面,設定入力,ユーザーが入力する費用設定値,低,中,中,監視継続
90,設定入力画面,費用設定（一覧）,設定タイプ,L2,D,-,費目マスタ（設定）,ユーザー入力単独,ユーザーが設定入力,入力値,monthly_cost_items.cost_type,-,monthly_cost_items.cost_type,-,ユーザー入力（費用設定）,-,-,monthly_cost_items.cost_type → 費用設定（一覧）.設定タイプ,設定/入力検証済,データソース: 費目マスタ（設定）,-,-,設定入力画面,設定入力,ユーザーが入力する費用設定値,低,中,中,監視継続
91,設定入力画面,費用設定（一覧）,デフォルト数値,L2,C,-,費目マスタ（設定）,ユーザー入力単独,ユーザーが設定入力,入力値,monthly_cost_items.default_value,-,monthly_cost_items.default_value,-,ユーザー入力（費用設定）,-,-,monthly_cost_items.default_value → 費用設定（一覧）.デフォルト数値,設定/入力検証済,データソース: 費目マスタ（設定）,-,-,設定入力画面,設定入力,ユーザーが入力する費用設定値,低,中,中,監視継続
92,設定入力画面,売上構成比設定,ランチ比率,L3,B,-,予算設定（入力）,ユーザー入力単独,売上構成比設定画面でランチ売上比率を入力,入力値（％）,budget_sales_compositions.lunch_ratio,-,budget_sales_compositions.lunch_ratio,-,-,ユーザー入力（売上構成比設定）,予算設定.ランチ売上比,ユーザー入力 → 売上構成比設定.ランチ比率 → 予算設定.ランチ売上比,新規追加,月次予算設定のサブ設定画面,-,-,設定入力画面,設定入力,ユーザーが入力する予算・費用設定値。月次予算設定のサブ設定。,中,中,中,監視継続
93,設定入力画面,売上構成比設定,ディナー比率,L3,B,-,予算設定（入力）,ユーザー入力単独,売上構成比設定画面でディナー売上比率を入力,入力値（％）,budget_sales_compositions.dinner_ratio,-,budget_sales_compositions.dinner_ratio,-,-,ユーザー入力（売上構成比設定）,-,ユーザー入力 → 売上構成比設定.ディナー比率 → 予算設定.ディナー売上比,新規追加,月次予算設定のサブ設定画面,-,-,設定入力画面,設定入力,ユーザーが入力する予算・費用設定値。月次予算設定のサブ設定。,低,中,中,監視継続
94,設定入力画面,売上構成比設定,フード構成比,L3,B,-,予算設定（入力）,ユーザー入力単独,売上構成比設定画面でフード売上比率を入力,入力値（％）,budget_sales_compositions.food_ratio,-,budget_sales_compositions.food_ratio,-,-,ユーザー入力（売上構成比設定）,予算設定.フード売上比,ユーザー入力 → 売上構成比設定.フード構成比 → 予算設定.フード売上比,新規追加,月次予算設定のサブ設定画面,-,-,設定入力画面,設定入力,ユーザーが入力する予算・費用設定値。月次予算設定のサブ設定。,中,中,中,監視継続
95,設定入力画面,売上構成比設定,ドリンク構成比,L3,B,-,予算設定（入力）,ユーザー入力単独,売上構成比設定画面でドリンク売上比率を入力,入力値（％）,budget_sales_compositions.drink_ratio,-,budget_sales_compositions.drink_ratio,-,-,ユーザー入力（売上構成比設定）,予算設定.ドリンク売上比,ユーザー入力 → 売上構成比設定.ドリンク構成比 → 予算設定.ドリンク売上比,新規追加,月次予算設定のサブ設定画面,-,-,設定入力画面,設定入力,ユーザーが入力する予算・費用設定値。月次予算設定のサブ設定。,中,中,中,監視継続
96,設定入力画面,売上構成比設定,その他構成比,L3,B,-,予算設定（入力）,ユーザー入力単独,売上構成比設定画面でその他売上比率を入力,入力値（％）,budget_sales_compositions.other_ratio,-,budget_sales_compositions.other_ratio,-,-,ユーザー入力（売上構成比設定）,予算設定.その他売上比,ユーザー入力 → 売上構成比設定.その他構成比 → 予算設定.その他売上比,新規追加,月次予算設定のサブ設定画面,-,-,設定入力画面,設定入力,ユーザーが入力する予算・費用設定値。月次予算設定のサブ設定。,中,中,中,監視継続
97,設定入力画面,休業日設定,定休日（曜日）,L3,B,-,予算設定（入力）,ユーザー入力単独,休業日設定画面で定休日の曜日を選択入力,選択入力（曜日）,shop_holidays.day_of_week,-,shop_holidays.day_of_week,-,-,ユーザー入力（休業日設定）,-,ユーザー入力 → 休業日設定.定休日（曜日） → 営業日数計算,新規追加,月次予算設定のサブ設定画面,-,-,設定入力画面,設定入力,ユーザーが入力する予算・費用設定値。月次予算設定のサブ設定。,低,中,中,監視継続
98,設定入力画面,休業日設定,日付指定,L3,B,-,予算設定（入力）,ユーザー入力単独,休業日設定画面で個別の休業日を日付で指定入力,入力値（日付）,shop_holidays.holiday_date,-,shop_holidays.holiday_date,-,-,ユーザー入力（休業日設定）,-,ユーザー入力 → 休業日設定.日付指定 → 営業日数計算,新規追加,月次予算設定のサブ設定画面,-,-,設定入力画面,設定入力,ユーザーが入力する予算・費用設定値。月次予算設定のサブ設定。,低,中,中,監視継続
99,設定入力画面,単月費用設定,費目,L2,C,-,費用設定（参照）,費目マスタ参照,費目マスタから費目を参照表示,マスタ参照,monthly_cost_items.name,-,monthly_cost_items.name,-,-,[マスタ]monthly_cost_items.name,-,monthly_cost_items.name → 単月費用設定.費目,新規追加,月次予算設定のサブ設定画面,-,-,設定入力画面,設定入力,ユーザーが入力する予算・費用設定値。月次予算設定のサブ設定。,低,中,中,監視継続
100,設定入力画面,単月費用設定,対売上比（変動費用デフォルト値）,L3,B,-,予算設定（入力）,ユーザー入力単独,単月費用設定画面で変動費用の対売上比率デフォルト値を入力,入力値（％）,monthly_cost_item_defaults.variable_cost_ratio,-,monthly_cost_item_defaults.variable_cost_ratio,-,-,ユーザー入力（単月費用設定）,予算設定.変動費用予算,ユーザー入力 → 単月費用設定.対売上比 → 変動費用予算計算,新規追加,月次予算設定のサブ設定画面。変動費＝費用設定で設定した変動費用項目の合計,-,-,設定入力画面,設定入力,ユーザーが入力する予算・費用設定値。月次予算設定のサブ設定。,中,中,中,監視継続
101,設定入力画面,単月費用設定,金額（固定費用デフォルト値）,L3,B,-,予算設定（入力）,ユーザー入力単独,単月費用設定画面で固定費用の金額デフォルト値を入力,入力値（金額）,monthly_cost_item_defaults.fixed_cost_amount,-,monthly_cost_item_defaults.fixed_cost_amount,-,-,ユーザー入力（単月費用設定）,予算設定.固定費用予算,ユーザー入力 → 単月費用設定.金額 → 固定費用予算計算,新規追加,月次予算設定のサブ設定画面。固定費＝費用設定で設定した固定費用項目の合計,-,-,設定入力画面,設定入力,ユーザーが入力する予算・費用設定値。月次予算設定のサブ設定。,中,中,中,監視継続

■ 実績入力画面 (17指標 / 6画面)
No,画面タイプ,画面タイトル,指標名,独自指標レベル,経営重要度,演算範囲,データソース区分,指標タイプ,指標タイプ詳細,演算ロジック,演算式詳細,中間画面名.画面指標名,ラクミーテーブル名.カラム名,外部連携テーブル名.テーブル列名,外部連携グループ名,インプット元（画面名.指標名）,アウトプット先（画面名.画面指標名）,データリネージュ（完全版）,判断,AI推測の理由,不明点,改善,画面カテゴリ,指標区分,指標区分の説明,参照頻度,演算コスト,システム負荷,推奨対応
102,実績入力画面,小口現金管理,支払先,L3,C,-,費用・棚卸（入力）,ユーザー入力単独,設定画面での直接入力（費用/棚卸等）,入力値,petty_cashes.payment_destination,-,petty_cashes.payment_destination（小口現金入力）,-,-,-,-,petty_cashes.payment_destination（小口現金入力） → 小口現金管理.支払先,AI推測,小口現金テーブルから支払先を取得と推測,shop_petty_cashテーブルの存在が未確認,テーブル構造を確認必要,設定入力画面,設定入力,ユーザーが入力する予算・費用設定値。各画面の予算値の定義元。,低,中,中,監視継続
