次数,ターゲット,画面タイトル,画面タイプ,1次指標名,2次指標名,3次指標名,4次指標名,5次指標名,計算レイヤー,スコープ,用途・機能説明,概念式／演算ロジック,判断基準・閾値目安,依存先指標,データ基盤要件,V89No/戦略No
1次,店長,費用実績入力,実績入力画面,通信費,,,,,L0,-,月次の通信費実績,入力値,-,-,既存(V89/V69),R18
1次,店長,費用実績入力,実績入力画面,ｸﾚｼﾞｯﾄ手数料,,,,,L0,-,月次のｸﾚｼﾞｯﾄ手数料実績,入力値,-,-,既存(V89/V69),R19
1次,店長,費用実績入力,実績入力画面,固定人件費,,,,,L0,-,月次の固定人件費実績,入力値,-,-,既存(V89/V69),R2
1次,店長,費用実績入力,実績入力画面,支払手数料,,,,,L0,-,月次の支払手数料実績,入力値,-,-,既存(V89/V69),R20
1次,店長,費用実績入力,実績入力画面,会議費,,,,,L0,-,月次の会議費実績,入力値,-,-,既存(V89/V69),R21
1次,店長,費用実績入力,実績入力画面,諸会費,,,,,L0,-,月次の諸会費実績,入力値,-,-,既存(V89/V69),R22
1次,店長,費用実績入力,実績入力画面,図書教育費,,,,,L0,-,月次の図書教育費実績,入力値,-,-,既存(V89/V69),R23
1次,店長,費用実績入力,実績入力画面,研修費,,,,,L0,-,月次の研修費実績,入力値,-,-,既存(V89/V69),R24
1次,店長,費用実績入力,実績入力画面,業態研究費,,,,,L0,-,月次の業態研究費実績,入力値,-,-,既存(V89/V69),R25
1次,店長,費用実績入力,実績入力画面,採用費,,,,,L0,-,月次の採用費実績,入力値,-,-,既存(V89/V69),R26
1次,店長,費用実績入力,実績入力画面,IT費,,,,,L0,-,月次のIT費実績,入力値,-,-,既存(V89/V69),R27
1次,店長,費用実績入力,実績入力画面,外注費,,,,,L0,-,月次の外注費実績,入力値,-,-,既存(V89/V69),R28
1次,店長,費用実績入力,実績入力画面,雑費,,,,,L0,-,月次の雑費実績,入力値,-,-,既存(V89/V69),R29
1次,店長,費用実績入力,実績入力画面,減価償却費,,,,,L0,-,月次の減価償却費実績,入力値,-,-,既存(V89/V69),R3
1次,店長,費用実績入力,実績入力画面,資材費,,,,,L0,-,月次の資材費実績,入力値,-,-,既存(V89/V69),R4
1次,店長,費用実績入力,実績入力画面,販売促進費,,,,,L0,-,月次の販売促進費実績,入力値,-,-,既存(V89/V69),R5
1次,店長,費用実績入力,実績入力画面,メニューコピー,,,,,L0,-,月次のメニューコピー費実績,入力値,-,-,既存(V89/V69),R6
1次,店長,費用実績入力,実績入力画面,調査費,,,,,L0,-,月次の調査費実績,入力値,-,-,既存(V89/V69),R7
1次,店長,費用実績入力,実績入力画面,衛生費,,,,,L0,-,月次の衛生費実績,入力値,-,-,既存(V89/V69),R8
1次,店長,費用実績入力,実績入力画面,サービス費,,,,,L0,-,月次のサービス費実績,入力値,-,-,既存(V89/V69),R9
1次,店長,費用設定編集,設定入力画面,費目名,,,,,L0,-,費目ごとの予算タイプ・デフォルト値を設定,入力値（テキスト）,-,-,既存(V89/V69),66
1次,店長,費用設定編集,設定入力画面,設定タイプ（固定費用予算、変動費用予算）,,,,,L0,-,費目ごとの予算タイプ・デフォルト値を設定,選択入力（区分）,-,-,既存(V89/V69),67
1次,店長,費用設定編集,設定入力画面,固定費用予算デフォルト数値,,,,,L0,-,費目ごとの予算タイプ・デフォルト値を設定,入力値（金額）,-,-,既存(V89/V69),68
1次,店長,費用設定（一覧）,設定入力画面,費目,,,,,L0,-,費目マスタの一覧。固定費・変動費の設定,入力値,-,-,既存(V89/V69),69
1次,店長,費用設定（一覧）,設定入力画面,設定タイプ,,,,,L0,-,費目マスタの一覧。固定費・変動費の設定,入力値,-,-,既存(V89/V69),70
1次,店長,費用設定（一覧）,設定入力画面,デフォルト数値,,,,,L0,-,費目マスタの一覧。固定費・変動費の設定,入力値,-,-,既存(V89/V69),71
1次,店長,費目別仕入分析,分析画面,費目,,,,,L0,-,費目ごとの仕入金額を分析,費目マスタ,-,[マスタ]monthly_cost_items.name,既存(V89/V69),372
2次,店長,ABC分析,分析画面,,売上（税抜）,,,,L1,同画面内,-,SUM商品別,-,[外部]TITEM.sales_excluded,既存(V89/V69),100
2次,店長,ABC分析,分析画面,,販売点数,,,,L1,同画面内,-,SUM商品別,-,[外部]TITEM.quantity,既存(V89/V69),102
2次,店長,ABC分析,分析画面,,商品,,,,L1,同画面内,-,商品マスタ,-,[外部]TITEM.item_name,既存(V89/V69),99
2次,店長,FD分析（仕入率/原価率）,分析画面,,フード前月在庫高,,,,L1,同画面内,フード・ドリンクの仕入率・原価率を分析。棚卸データを使用,マスタ参照,-,-,既存(V89/V69),112
2次,店長,FD分析（仕入率/原価率）,分析画面,,フード当月仕入,,,,L1,同画面内,フード・ドリンクの仕入率・原価率を分析。棚卸データを使用,SUMフード,-,[外部]infomart_transactions.total_tax_excluded,既存(V89/V69),113
2次,店長,FD分析（仕入率/原価率）,分析画面,,フード当月在庫高,,,,L1,同画面内,フード・ドリンクの仕入率・原価率を分析。棚卸データを使用,マスタ参照,-,-,既存(V89/V69),114
2次,店長,FD分析（仕入率/原価率）,分析画面,,ドリンク前月在庫高,,,,L1,同画面内,フード・ドリンクの仕入率・原価率を分析。棚卸データを使用,マスタ参照,-,-,既存(V89/V69),117
2次,店長,FD分析（仕入率/原価率）,分析画面,,ドリンク当月仕入,,,,L1,同画面内,フード・ドリンクの仕入率・原価率を分析。棚卸データを使用,SUMドリンク,-,[外部]infomart_transactions.total_tax_excluded,既存(V89/V69),118
2次,店長,FD分析（仕入率/原価率）,分析画面,,ドリンク当月在庫高,,,,L1,同画面内,フード・ドリンクの仕入率・原価率を分析。棚卸データを使用,マスタ参照,-,-,既存(V89/V69),119
2次,店長,FD分析（仕入率/原価率）,分析画面,,FD前月在庫高,,,,L1,同画面内,フード・ドリンクの仕入率・原価率を分析。棚卸データを使用,前月末在庫,-,-,既存(V89/V69),122
2次,店長,FD分析（仕入率/原価率）,分析画面,,FD当月仕入,,,,L1,同画面内,フード・ドリンクの仕入率・原価率を分析。棚卸データを使用,SUM月間,-,[外部]infomart_transactions.total_tax_excluded,既存(V89/V69),123
2次,店長,FD分析（仕入率/原価率）,分析画面,,FD当月在庫高,,,,L1,同画面内,フード・ドリンクの仕入率・原価率を分析。棚卸データを使用,当月末在庫,-,-,既存(V89/V69),124
2次,店長,FD分析（仕入率/原価率）,分析画面,,売上,,,,L1,同画面内,フード・ドリンクの仕入率・原価率を分析。棚卸データを使用,SUM,-,[外部]ZTOTAL.sales_excluded,既存(V89/V69),125
2次,店長,FD分析（仕入率/原価率）,分析画面,,フード売上,,,,L1,同画面内,フード・ドリンクの仕入率・原価率を分析。棚卸データを使用,SUMフード,-,[外部]TITEM.sales_excluded,既存(V89/V69),126
2次,店長,FD分析（仕入率/原価率）,分析画面,,ドリンク売上,,,,L1,同画面内,フード・ドリンクの仕入率・原価率を分析。棚卸データを使用,SUMドリンク,-,[外部]TITEM.sales_excluded,既存(V89/V69),127
2次,店長,FD分析（売上構成比）,分析画面,,フード売上合計,,,,L1,同画面内,フード・ドリンクの売上構成比を分析,SUMフード,-,[外部]TITEM.sales_excluded,既存(V89/V69),129
2次,店長,FD分析（売上構成比）,分析画面,,ドリンク売上合計,,,,L1,同画面内,フード・ドリンクの売上構成比を分析,SUMドリンク,-,[外部]TITEM.sales_excluded,既存(V89/V69),130
2次,店長,ラベル一覧（仕入商品リスト）,一覧表示画面,,発注先名,,,,L1,同画面内,-,参照表示,-,-,既存(V89/V69),376
2次,店長,予実対比,分析画面,,実績_総売上 計,,,,L1,同画面内,-,SUM,-,[外部]ZTOTAL.sales_excluded,既存(V89/V69),131
2次,店長,予実対比,分析画面,,実績_フード売上 計,,,,L1,同画面内,-,SUMフード,-,[外部]TITEM.sales_excluded,既存(V89/V69),132
2次,店長,予実対比,分析画面,,実績_フード売上ランチ,,,,L1,同画面内,-,SUM(フード×ランチ),-,[外部]TITEM.sales_excluded,既存(V89/V69),133
2次,店長,予実対比,分析画面,,実績_フード売上ディナー,,,,L1,同画面内,-,SUM(フード×ディナー),-,[外部]TITEM.sales_excluded,既存(V89/V69),134
2次,店長,予実対比,分析画面,,実績_ドリンク売上 計,,,,L1,同画面内,-,SUMドリンク,-,[外部]TITEM.sales_excluded,既存(V89/V69),135
2次,店長,予実対比,分析画面,,実績_ドリンク売上ランチ,,,,L1,同画面内,-,SUM(ドリンク×ランチ),-,[外部]TITEM.sales_excluded,既存(V89/V69),136
2次,店長,予実対比,分析画面,,実績_ドリンク売上ディナー,,,,L1,同画面内,-,SUM(ドリンク×ディナー),-,[外部]TITEM.sales_excluded,既存(V89/V69),137
2次,店長,予実対比,分析画面,,実績_その他売上 計（サービス料等）,,,,L1,同画面内,-,SUMその他,-,[外部]ZTOTAL.service_charge_1,既存(V89/V69),138
2次,店長,予実対比,分析画面,,実績_その他売上ランチ,,,,L1,同画面内,-,SUM(その他×ランチ),-,[外部]TITEM.sales_excluded,既存(V89/V69),139
2次,店長,予実対比,分析画面,,実績_その他売上ディナー,,,,L1,同画面内,-,SUM(その他×ディナー),-,[外部]TITEM.sales_excluded,既存(V89/V69),140
2次,店長,予実対比,分析画面,,実績_FD仕入 計,,,,L1,同画面内,-,SUMFD,-,インフォマート（仕入）,既存(V89/V69),142
2次,店長,予実対比,分析画面,,実績_フード仕入,,,,L1,同画面内,-,SUMフード,-,[外部]infomart_transactions.total_tax_excluded,既存(V89/V69),143
2次,店長,予実対比,分析画面,,実績_ドリンク仕入,,,,L1,同画面内,-,SUMドリンク,-,[外部]infomart_transactions.total_tax_excluded,既存(V89/V69),144
2次,店長,予実対比,分析画面,,実績_人件費 計,,,,L1,同画面内,-,SUM,-,[外部]head_office_employee_working_records.daily_cost,既存(V89/V69),145
2次,店長,予実対比,分析画面,,実績_固定人件費,,,,L1,同画面内,-,SUM月給者,-,[外部]head_office_employee_working_records.daily_cost,既存(V89/V69),146
2次,店長,予実対比,分析画面,,実績_PA人件費,,,,L1,同画面内,-,SUM時給者,-,[外部]head_office_employee_working_records.daily_cost,既存(V89/V69),147
2次,店長,予実対比,分析画面,,実績_ヘルプ人件費,,,,L1,同画面内,-,SUMヘルプ,-,[外部]head_office_employee_working_records.daily_cost,既存(V89/V69),148
2次,店長,予実対比,分析画面,,実績_その他経費 計,,,,L1,同画面内,-,SUM経費,-,[入力]monthly_costs.value,既存(V89/V69),149
2次,店長,予実対比,分析画面,,実績_地代家賃,,,,L1,同画面内,-,費目別,-,[入力]monthly_costs.value,既存(V89/V69),150
2次,店長,予実対比,分析画面,,実績_資材費,,,,L1,同画面内,-,費目別,-,[入力]monthly_costs.value,既存(V89/V69),151
2次,店長,予実対比,分析画面,,実績_ラクミー利用料,,,,L1,同画面内,-,費目別,-,[入力]monthly_costs.value,既存(V89/V69),152
2次,店長,予実対比,分析画面,,実績_IT費用,,,,L1,同画面内,-,費目別,-,[入力]monthly_costs.value,既存(V89/V69),153
2次,店長,予実対比,分析画面,,実績_お花代,,,,L1,同画面内,-,費目別,-,[入力]monthly_costs.value,既存(V89/V69),154
2次,店長,予実対比,分析画面,,実績_ガス代,,,,L1,同画面内,-,費目別,-,[入力]monthly_costs.value,既存(V89/V69),155
2次,店長,予実対比,分析画面,,実績_クレジットカード手数料,,,,L1,同画面内,-,費目別,-,[入力]monthly_costs.value,既存(V89/V69),156
2次,店長,予実対比,分析画面,,実績_レジ利用料,,,,L1,同画面内,-,費目別,-,[入力]monthly_costs.value,既存(V89/V69),157
2次,店長,予実対比,分析画面,,実績_借入金返済,,,,L1,同画面内,-,費目別,-,[入力]monthly_costs.value,既存(V89/V69),158
2次,店長,予実対比,分析画面,,実績_家賃（変動分）,,,,L1,同画面内,-,費目別,-,[入力]monthly_costs.value,既存(V89/V69),159
2次,店長,予実対比,分析画面,,実績_水道代,,,,L1,同画面内,-,費目別,-,[入力]monthly_costs.value,既存(V89/V69),160
2次,店長,予実対比,分析画面,,実績_水道光熱費,,,,L1,同画面内,-,費目別,-,[入力]monthly_costs.value,既存(V89/V69),161
2次,店長,予実対比,分析画面,,実績_減価償却費,,,,L1,同画面内,-,費目別,-,[入力]monthly_costs.value,既存(V89/V69),162
2次,店長,予実対比,分析画面,,実績_社員人件費,,,,L1,同画面内,-,費目別,-,[入力]monthly_costs.value,既存(V89/V69),163
2次,店長,予実対比,分析画面,,実績_販促費,,,,L1,同画面内,-,費目別,-,[入力]monthly_costs.value,既存(V89/V69),164
2次,店長,予実対比,分析画面,,実績_電気代,,,,L1,同画面内,-,費目別,-,[入力]monthly_costs.value,既存(V89/V69),165
2次,店長,予実対比,分析画面,,予算_総売上 計,,,,L1,同画面内,-,月次予算設定.売上（税抜） ÷ 営業日数 × 経過日数,-,月次予算設定.総売上,既存(V89/V69),167
2次,店長,予実対比,分析画面,,予算_フード売上 計,,,,L1,同画面内,-,予算_総売上 計 × 売上構成比設定.フード構成比,-,月次予算設定.フード売上,既存(V89/V69),168
2次,店長,予実対比,分析画面,,予算_フード売上ランチ,,,,L1,同画面内,-,予算_フード売上 計 × 売上構成比設定.ランチ比率,-,月次予算設定.フード売上ランチ,既存(V89/V69),169
2次,店長,予実対比,分析画面,,予算_フード売上ディナー,,,,L1,同画面内,-,予算_フード売上 計 × 売上構成比設定.ディナー比率,-,月次予算設定.フード売上ディナー,既存(V89/V69),170
2次,店長,予実対比,分析画面,,予算_ドリンク売上 計,,,,L1,同画面内,-,予算_総売上 計 × 売上構成比設定.ドリンク構成比,-,月次予算設定.ドリンク売上,既存(V89/V69),171
2次,店長,予実対比,分析画面,,予算_ドリンク売上ランチ,,,,L1,同画面内,-,予算_ドリンク売上 計 × 売上構成比設定.ランチ比率,-,月次予算設定.ドリンク売上ランチ,既存(V89/V69),172
