次数,画面タイトル,画面タイプ,指標名,計算レイヤー,スコープ,指標タイプ,指標タイプ詳細（定義）,演算ロジック,演算式詳細,経営重要度,データソース区分,機能説明,ラクミーテーブル名.カラム名,依存先指標,被参照指標,V69No
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_ドリンク売上ランチ,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_ドリンク売上ランチ ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間予算_ドリンク売上ランチ, 年間予実対比（予実対比）.年間予算_総売上 計",-,420
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_ドリンク売上ディナー,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_ドリンク売上ディナー ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間予算_ドリンク売上ディナー, 年間予実対比（予実対比）.年間予算_総売上 計",-,421
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_その他売上 計,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_その他売上 計 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間予算_その他売上 計, 年間予実対比（予実対比）.年間予算_総売上 計",-,422
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_その他売上ランチ,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_その他売上ランチ ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,D,計算項目,-,-,"年間予実対比（予実対比）.年間予算_その他売上ランチ, 年間予実対比（予実対比）.年間予算_総売上 計",-,423
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_その他売上ディナー,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_その他売上ディナー ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,D,計算項目,-,-,"年間予実対比（予実対比）.年間予算_その他売上ディナー, 年間予実対比（予実対比）.年間予算_総売上 計",-,424
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_FLコスト 計,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_FLコスト 計 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,A,計算項目,-,-,"年間予実対比（予実対比）.年間予算_FLコスト 計, 年間予実対比（予実対比）.年間予算_総売上 計",-,425
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_FD仕入 計,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_FD仕入 計 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,A,計算項目,-,-,"年間予実対比（予実対比）.年間予算_FD仕入 計, 年間予実対比（予実対比）.年間予算_総売上 計",-,426
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_フード仕入,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_フード仕入 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,B,計算項目,-,-,"年間予実対比（予実対比）.年間予算_フード仕入, 年間予実対比（予実対比）.年間予算_総売上 計",-,427
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_ドリンク仕入,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_ドリンク仕入 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,B,計算項目,-,-,"年間予実対比（予実対比）.年間予算_ドリンク仕入, 年間予実対比（予実対比）.年間予算_総売上 計",-,428
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_人件費 計,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_人件費 計 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,A,計算項目,-,-,"年間予実対比（予実対比）.年間予算_人件費 計, 年間予実対比（予実対比）.年間予算_総売上 計",-,429
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_固定人件費,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_固定人件費 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,B,計算項目,-,-,"年間予実対比（予実対比）.年間予算_固定人件費, 年間予実対比（予実対比）.年間予算_総売上 計",-,430
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_PA人件費,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_PA人件費 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,B,計算項目,-,-,"年間予実対比（予実対比）.年間予算_PA人件費, 年間予実対比（予実対比）.年間予算_総売上 計",-,431
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_社員人件費,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_社員人件費 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,B,計算項目,-,-,"年間予実対比（予実対比）.年間予算_社員人件費, 年間予実対比（予実対比）.年間予算_総売上 計",-,432
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_ヘルプ人件費,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_ヘルプ人件費 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間予算_ヘルプ人件費, 年間予実対比（予実対比）.年間予算_総売上 計",-,433
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_その他経費 計,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_その他経費 計 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,B,計算項目,-,-,"年間予実対比（予実対比）.年間予算_その他経費 計, 年間予実対比（予実対比）.年間予算_総売上 計",-,434
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_地代家賃,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_地代家賃 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,B,計算項目,-,-,"年間予実対比（予実対比）.年間予算_地代家賃, 年間予実対比（予実対比）.年間予算_総売上 計",-,435
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_家賃（変動分）,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_家賃（変動分） ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間予算_家賃（変動分）, 年間予実対比（予実対比）.年間予算_総売上 計",-,436
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_水道光熱費,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_水道光熱費 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,B,計算項目,-,-,"年間予実対比（予実対比）.年間予算_水道光熱費, 年間予実対比（予実対比）.年間予算_総売上 計",-,437
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_電気代,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_電気代 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間予算_電気代, 年間予実対比（予実対比）.年間予算_総売上 計",-,438
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_ガス代,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_ガス代 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間予算_ガス代, 年間予実対比（予実対比）.年間予算_総売上 計",-,439
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_水道代,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_水道代 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間予算_水道代, 年間予実対比（予実対比）.年間予算_総売上 計",-,440
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_減価償却費,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_減価償却費 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,B,計算項目,-,-,"年間予実対比（予実対比）.年間予算_減価償却費, 年間予実対比（予実対比）.年間予算_総売上 計",-,441
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_販促費,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_販促費 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間予算_販促費, 年間予実対比（予実対比）.年間予算_総売上 計",-,442
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_資材費,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_資材費 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間予算_資材費, 年間予実対比（予実対比）.年間予算_総売上 計",-,443
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_借入金返済,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_借入金返済 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間予算_借入金返済, 年間予実対比（予実対比）.年間予算_総売上 計",-,444
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_IT費用,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_IT費用 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間予算_IT費用, 年間予実対比（予実対比）.年間予算_総売上 計",-,445
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_ラクミー利用料,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_ラクミー利用料 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間予算_ラクミー利用料, 年間予実対比（予実対比）.年間予算_総売上 計",-,446
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_レジ利用料,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_レジ利用料 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間予算_レジ利用料, 年間予実対比（予実対比）.年間予算_総売上 計",-,447
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_クレジットカード手数料,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_クレジットカード手数料 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間予算_クレジットカード手数料, 年間予実対比（予実対比）.年間予算_総売上 計",-,448
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_お花代,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_お花代 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,D,計算項目,-,-,"年間予実対比（予実対比）.年間予算_お花代, 年間予実対比（予実対比）.年間予算_総売上 計",-,449
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_営業利益,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_営業利益 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,A,計算項目,-,-,"年間予実対比（予実対比）.年間予算_営業利益, 年間予実対比（予実対比）.年間予算_総売上 計",-,450
3次,年間予実対比（予実対比）,分析画面,年間構成比_総売上 計,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_総売上 計 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,A,計算項目,-,-,"年間予実対比（予実対比）.年間実績_総売上 計, 年間予実対比（予実対比）.年間実績_総売上 計",-,451
3次,年間予実対比（予実対比）,分析画面,年間構成比_フード売上 計,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_フード売上 計 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,B,計算項目,-,-,"年間予実対比（予実対比）.年間実績_フード売上 計, 年間予実対比（予実対比）.年間実績_総売上 計",-,452
3次,年間予実対比（予実対比）,分析画面,年間構成比_フード売上ランチ,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_フード売上ランチ ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間実績_フード売上ランチ, 年間予実対比（予実対比）.年間実績_総売上 計",-,453
3次,年間予実対比（予実対比）,分析画面,年間構成比_フード売上ディナー,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_フード売上ディナー ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間実績_フード売上ディナー, 年間予実対比（予実対比）.年間実績_総売上 計",-,454
3次,年間予実対比（予実対比）,分析画面,年間構成比_ドリンク売上 計,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_ドリンク売上 計 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,B,計算項目,-,-,"年間予実対比（予実対比）.年間実績_ドリンク売上 計, 年間予実対比（予実対比）.年間実績_総売上 計",-,455
3次,年間予実対比（予実対比）,分析画面,年間構成比_ドリンク売上ランチ,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_ドリンク売上ランチ ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間実績_ドリンク売上ランチ, 年間予実対比（予実対比）.年間実績_総売上 計",-,456
3次,年間予実対比（予実対比）,分析画面,年間構成比_ドリンク売上ディナー,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_ドリンク売上ディナー ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間実績_ドリンク売上ディナー, 年間予実対比（予実対比）.年間実績_総売上 計",-,457
3次,年間予実対比（予実対比）,分析画面,年間構成比_その他売上 計,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_その他売上 計 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間実績_その他売上 計, 年間予実対比（予実対比）.年間実績_総売上 計",-,458
3次,年間予実対比（予実対比）,分析画面,年間構成比_その他売上ランチ,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_その他売上ランチ ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,D,計算項目,-,-,"年間予実対比（予実対比）.年間実績_その他売上ランチ, 年間予実対比（予実対比）.年間実績_総売上 計",-,459
3次,年間予実対比（予実対比）,分析画面,年間構成比_その他売上ディナー,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_その他売上ディナー ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,D,計算項目,-,-,"年間予実対比（予実対比）.年間実績_その他売上ディナー, 年間予実対比（予実対比）.年間実績_総売上 計",-,460
3次,年間予実対比（予実対比）,分析画面,年間構成比_FLコスト 計,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_FLコスト 計 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,A,計算項目,-,-,"年間予実対比（予実対比）.年間実績_FLコスト 計, 年間予実対比（予実対比）.年間実績_総売上 計",-,461
3次,年間予実対比（予実対比）,分析画面,年間構成比_FD仕入 計,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_FD仕入 計 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,A,計算項目,-,-,"年間予実対比（予実対比）.年間実績_FD仕入 計, 年間予実対比（予実対比）.年間実績_総売上 計",-,462
3次,年間予実対比（予実対比）,分析画面,年間構成比_フード仕入,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_フード仕入 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,B,計算項目,-,-,"年間予実対比（予実対比）.年間実績_フード仕入, 年間予実対比（予実対比）.年間実績_総売上 計",-,463
3次,年間予実対比（予実対比）,分析画面,年間構成比_ドリンク仕入,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_ドリンク仕入 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,B,計算項目,-,-,"年間予実対比（予実対比）.年間実績_ドリンク仕入, 年間予実対比（予実対比）.年間実績_総売上 計",-,464
3次,年間予実対比（予実対比）,分析画面,年間構成比_人件費 計,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_人件費 計 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,A,計算項目,-,-,"年間予実対比（予実対比）.年間実績_人件費 計, 年間予実対比（予実対比）.年間実績_総売上 計",-,465
3次,年間予実対比（予実対比）,分析画面,年間構成比_固定人件費,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_固定人件費 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,B,計算項目,-,-,"年間予実対比（予実対比）.年間実績_固定人件費, 年間予実対比（予実対比）.年間実績_総売上 計",-,466
3次,年間予実対比（予実対比）,分析画面,年間構成比_PA人件費,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_PA人件費 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,B,計算項目,-,-,"年間予実対比（予実対比）.年間実績_PA人件費, 年間予実対比（予実対比）.年間実績_総売上 計",-,467
3次,年間予実対比（予実対比）,分析画面,年間構成比_社員人件費,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_社員人件費 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,B,計算項目,-,-,"年間予実対比（予実対比）.年間実績_社員人件費, 年間予実対比（予実対比）.年間実績_総売上 計",-,468
3次,年間予実対比（予実対比）,分析画面,年間構成比_ヘルプ人件費,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_ヘルプ人件費 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間実績_ヘルプ人件費, 年間予実対比（予実対比）.年間実績_総売上 計",-,469
3次,年間予実対比（予実対比）,分析画面,年間構成比_その他経費 計,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_その他経費 計 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,B,計算項目,-,-,"年間予実対比（予実対比）.年間実績_その他経費 計, 年間予実対比（予実対比）.年間実績_総売上 計",-,470
3次,年間予実対比（予実対比）,分析画面,年間構成比_地代家賃,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_地代家賃 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,B,計算項目,-,-,"年間予実対比（予実対比）.年間実績_地代家賃, 年間予実対比（予実対比）.年間実績_総売上 計",-,471
3次,年間予実対比（予実対比）,分析画面,年間構成比_家賃（変動分）,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_家賃（変動分） ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間実績_家賃（変動分）, 年間予実対比（予実対比）.年間実績_総売上 計",-,472
3次,年間予実対比（予実対比）,分析画面,年間構成比_水道光熱費,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_水道光熱費 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,B,計算項目,-,-,"年間予実対比（予実対比）.年間実績_水道光熱費, 年間予実対比（予実対比）.年間実績_総売上 計",-,473
3次,年間予実対比（予実対比）,分析画面,年間構成比_電気代,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_電気代 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間実績_電気代, 年間予実対比（予実対比）.年間実績_総売上 計",-,474
3次,年間予実対比（予実対比）,分析画面,年間構成比_ガス代,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_ガス代 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間実績_ガス代, 年間予実対比（予実対比）.年間実績_総売上 計",-,475
3次,年間予実対比（予実対比）,分析画面,年間構成比_水道代,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_水道代 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間実績_水道代, 年間予実対比（予実対比）.年間実績_総売上 計",-,476
3次,年間予実対比（予実対比）,分析画面,年間構成比_減価償却費,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_減価償却費 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,B,計算項目,-,-,"年間予実対比（予実対比）.年間実績_減価償却費, 年間予実対比（予実対比）.年間実績_総売上 計",-,477
3次,年間予実対比（予実対比）,分析画面,年間構成比_販促費,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_販促費 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間実績_販促費, 年間予実対比（予実対比）.年間実績_総売上 計",-,478
3次,年間予実対比（予実対比）,分析画面,年間構成比_資材費,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_資材費 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間実績_資材費, 年間予実対比（予実対比）.年間実績_総売上 計",-,479
3次,年間予実対比（予実対比）,分析画面,年間構成比_借入金返済,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_借入金返済 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間実績_借入金返済, 年間予実対比（予実対比）.年間実績_総売上 計",-,480
3次,年間予実対比（予実対比）,分析画面,年間構成比_IT費用,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_IT費用 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間実績_IT費用, 年間予実対比（予実対比）.年間実績_総売上 計",-,481
3次,年間予実対比（予実対比）,分析画面,年間構成比_ラクミー利用料,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_ラクミー利用料 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間実績_ラクミー利用料, 年間予実対比（予実対比）.年間実績_総売上 計",-,482
3次,年間予実対比（予実対比）,分析画面,年間構成比_レジ利用料,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_レジ利用料 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間実績_レジ利用料, 年間予実対比（予実対比）.年間実績_総売上 計",-,483
3次,年間予実対比（予実対比）,分析画面,年間構成比_クレジットカード手数料,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_クレジットカード手数料 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間実績_クレジットカード手数料, 年間予実対比（予実対比）.年間実績_総売上 計",-,484
3次,年間予実対比（予実対比）,分析画面,年間構成比_お花代,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_お花代 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,D,計算項目,-,-,"年間予実対比（予実対比）.年間実績_お花代, 年間予実対比（予実対比）.年間実績_総売上 計",-,485
3次,年間予実対比（予実対比）,分析画面,年間構成比_営業利益,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_営業利益 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,A,計算項目,-,-,"年間予実対比（予実対比）.年間実績_営業利益, 年間予実対比（予実対比）.年間実績_総売上 計",-,486
3次,店舗ラベル別サマリー,ダッシュボード表示画面,売上（税抜）,L2-L,ラベル別,外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,SUM(ZTOTAL.sales_excluded) GROUP BY shop_label,A,POS（売上・客数）,店舗ラベルでグルーピングした主要指標サマリー。売上・コスト等の集計ディメンション,head_office_connected_service_sales_logs.sales_excluded,[外部]ZTOTAL.sales_excluded,-,189
3次,店舗別サマリー,ダッシュボード表示画面,売上（税抜）,L2-C,全店舗,外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,SUM(ZTOTAL.sales_excluded) GROUP BY shop_id,A,POS（売上・客数）,店舗ごとの主要指標サマリー,head_office_connected_service_sales_logs.sales_excluded,[外部]ZTOTAL.sales_excluded,"ABC分析.売上（税抜）, 店舗別サマリー.FD仕入率, 店舗別サマリー.人件費率, 店舗別サマリー.営業利益, 店舗別サマリー.売上進捗率, 店舗別サマリー.売上達成率, 当月実績.売上（税抜）, 日次レポート.売上（税抜）, 日次推移.売上（税抜）, 進捗分析.売上進捗率",196
3次,当月実績,ダッシュボード表示画面,売上（税抜）,L2-C,全店舗,外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,SUM(ZTOTAL.sales_excluded),A,POS（売上・客数）,当月の実績サマリー,head_office_connected_service_sales_logs.sales_excluded,[外部]ZTOTAL.sales_excluded,"ABC分析, ABC分析.売上構成比率, 主要KPI指標.営業利益率, 主要KPI指標.坪月商, 主要KPI指標.家賃比率, 年間予実対比.営業利益, 年間予実対比.客単価, 店舗別サマリー, 当月実績.FD仕入率, 当月実績.FL率, 当月実績.人件費率, 当月実績.営業利益, 支払種別売上分析.売上比率, 日次レポート, 日次推移, 時間帯別売上分析.客単価（税抜）, 月次レポート.原価率, 進捗分析.進捗率比較（前々月）, 進捗分析.進捗率比較（前月）, 進捗分析.達成率",203
3次,月次レポート,分析画面,原価（金額）,L2-C,全店舗,複数種類混在,棚卸入力とインフォマート仕入の組合せ,前月在庫+仕入-当月在庫,月次レポート.対象前月在庫(金額) + 月次レポート.仕入総額 - 月次レポート.対象月在庫(金額),C,計算項目,月次の経営レポート,"shop_inventories.amount（棚卸入力）, infomart_transactions.total_tax_excluded",月次レポート.仕入総額,月次レポート.原価率,144
3次,月次レポート,分析画面,対象前月在庫（金額）,L2-C,全店舗,棚卸入力参照,棚卸入力で登録した在庫データを参照,マスタ参照,shop_inventories.amount WHERE year_month = target_month - 1,C,計算項目,月次の経営レポート,shop_inventories.amount（棚卸入力）,-,月次レポート.原価（金額）,146
3次,月次レポート,分析画面,対象月在庫（金額）,L2-C,全店舗,棚卸入力参照,棚卸入力で登録した在庫データを参照,マスタ参照,shop_inventories.amount WHERE year_month = target_month,C,計算項目,月次の経営レポート,shop_inventories.amount（棚卸入力）,-,月次レポート.原価（金額）,148
3次,棚卸詳細,一覧表示画面,仕入れ先,L2-C,全店舗,外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,infomart_transactions.client_name,D,インフォマート（仕入）,棚卸データの詳細表示,infomart_transactions.client_name,-,-,167
3次,棚卸詳細,一覧表示画面,小計,L2-C,全店舗,実績参照,分析画面で算出された値を参照表示,参照表示,棚卸詳細.在庫数量 × 棚卸詳細.商品単価,C,計算項目,棚卸データの詳細表示,"inventory_items.num, inventory_items.price",-,-,172
