46,表示画面,支払種別売上分析,交通系IC合計売上,L0,C,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,SUM(支払種別フィルタ),SUM(TTEND.sales) WHERE payment_method = '交通系IC',-,head_office_payment_method_sales_logs.sales,TTEND.sales,POS売上（支払方法別）,[外部]TTEND.sales,-,TTEND.sales → head_office_payment_method_sales_logs.sales → 支払種別売上分析.交通系IC合計売上,スキーマ検証済,-,-,-
47,表示画面,仕入先分析,仕入れ先,L0,C,-,インフォマート（仕入）,外部連携単独,インフォマート仕入データから単独取得,マスタ参照,member_name_partner.client_name,-,infomart_orders.client_name,member_name_partner.client_name,-,[外部]member_name_partner.client_name,商品別仕入分析.仕入先,member_name_partner.client_name → infomart_orders.client_name → 仕入先分析.仕入れ先,外部連携検証済,member_name_partner.client_name → infomart_transactions.client_name,-,-
48,表示画面,仕入先分析,金額税抜,L0,C,-,インフォマート（仕入）,外部連携単独,インフォマート仕入データから単独取得,SUM仕入先別,SUM(tax_excluded_total.total_tax_excluded) GROUP BY client_name,-,infomart_orders.total_tax_excluded,tax_excluded_total.total_tax_excluded,インフォマート（仕入）,[外部]tax_excluded_total.total_tax_excluded,"仕入先分析.比率, 商品仕入単価, 商品別仕入分析, 費目別仕入分析",tax_excluded_total.total_tax_excluded → infomart_orders.total_tax_excluded → 仕入先分析.金額税抜,外部連携検証済,tax_excluded_total.total_tax_excluded → infomart_transactions.total_tax_excluded,-,-
49,表示画面,仕入先分析,比率,L1,C,画面内,計算項目,外部連携×外部連携,インフォマート内の複数データ組合せ,仕入先÷総仕入×100,仕入先分析.金額税抜 ÷ SUM(仕入先分析.金額税抜) × 100,-,infomart_orders.total_tax_excluded,tax_excluded_total.total_tax_excluded,インフォマート（仕入）,仕入先分析.金額税抜,"商品別仕入分析.比率, 費目別仕入分析.比率, 月次費用入力.比率",tax_excluded_total.total_tax_excluded → infomart_orders.total_tax_excluded → 仕入先分析.比率,外部連携検証済,tax_excluded_total.total_tax_excluded → infomart_transactions.total_tax_excluded,-,-
50,表示画面,商品別仕入分析,商品,L0,D,-,インフォマート（仕入）,外部連携単独,インフォマート仕入データから単独取得,マスタ参照,detail_list.item_name,-,infomart_order_details.item_name,detail_list.item_name,-,[外部]detail_list.item_name,ABC分析.商品名,detail_list.item_name → infomart_order_details.item_name → 商品別仕入分析.商品,外部連携検証済,detail_list.item_name → infomart_transactions.item_name,-,-
51,表示画面,商品別仕入分析,仕入先,L0,C,-,インフォマート（仕入）,外部連携単独,インフォマート仕入データから単独取得,マスタ参照,member_name_partner.client_name,-,infomart_orders.client_name,member_name_partner.client_name,-,[外部]member_name_partner.client_name,仕入先分析.仕入先名,member_name_partner.client_name → infomart_orders.client_name → 商品別仕入分析.仕入先,外部連携検証済,member_name_partner.client_name → infomart_transactions.client_name,-,-
52,表示画面,商品別仕入分析,金額税抜,L0,C,-,インフォマート（仕入）,外部連携単独,インフォマート仕入データから単独取得,SUM商品別,SUM(detail_list.price) GROUP BY item_name,-,infomart_order_details.price,detail_list.price,-,[外部]detail_list.price,"仕入先分析.金額税抜, 商品仕入単価.金額税抜, 商品別仕入分析.比率, 費目別仕入分析.金額税抜",detail_list.price → infomart_order_details.price → 商品別仕入分析.金額税抜,外部連携検証済,detail_list.price → infomart_transactions.price,-,-
53,表示画面,商品別仕入分析,比率,L1,C,画面内,計算項目,外部連携×外部連携,インフォマート内の複数データ組合せ,商品÷総仕入×100,商品別仕入分析.金額税抜 ÷ SUM(商品別仕入分析.金額税抜) × 100,-,infomart_order_details.price,detail_list.price,-,商品別仕入分析.金額税抜,"仕入先分析.比率, 費目別仕入分析.比率, 月次費用入力.比率",detail_list.price → infomart_order_details.price → 商品別仕入分析.比率,外部連携検証済,detail_list.price → infomart_transactions.price,-,-
54,表示画面,費目別仕入分析,費目,L2,D,-,店舗マスタ（設定）,ラクミー設定マスタ単独,ラクミー設定マスタから取得,費目マスタ,monthly_cost_items.name,-,monthly_cost_items.name,-,-,[マスタ]monthly_cost_items.name,月次費用入力.費目,monthly_cost_items.name → 費目別仕入分析.費目,スキーマ検証済,-,-,-
55,表示画面,費目別仕入分析,金額税抜,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,SUM費目別,SUM(monthly_costs.value) GROUP BY cost_item_id,-,monthly_costs.value,-,ユーザー入力（費用設定）,-,"仕入先分析.金額税抜, 商品仕入単価.金額税抜, 商品別仕入分析.金額税抜, 月次費用入力.比率, 費目別仕入分析.比率",monthly_costs.value → 費目別仕入分析.金額税抜,スキーマ検証済,-,-,-
56,表示画面,費目別仕入分析,比率,L4a,C,画面内,計算項目,設定参照×設定参照,複数の費用設定の組合せ,費目÷総仕入×100,費目別仕入分析.金額税抜 ÷ SUM(費目別仕入分析.金額税抜) × 100,-,monthly_costs.value,-,ユーザー入力（費用設定）,費目別仕入分析.金額税抜,"仕入先分析.金額税抜, 商品別仕入分析.金額税抜, 月次費用入力.金額税抜",monthly_costs.value → 費目別仕入分析.比率,スキーマ検証済,-,-,-
57,表示画面,商品仕入単価,アイテム,L0,D,-,インフォマート（仕入）,外部連携単独,インフォマート仕入データから単独取得,マスタ参照,detail_list.item_name,-,infomart_order_details.item_name,detail_list.item_name,-,[外部]detail_list.item_name,"商品別仕入分析.アイテム, 平均単価推移.仕入商品ラベル",detail_list.item_name → infomart_order_details.item_name → 商品仕入単価.アイテム,外部連携検証済,detail_list.item_name → infomart_transactions.item_name,-,-
58,表示画面,商品仕入単価,金額税抜,L0,C,-,インフォマート（仕入）,外部連携単独,インフォマート仕入データから単独取得,SUM商品別,SUM(detail_list.price) GROUP BY item_name,-,infomart_order_details.price,detail_list.price,-,[外部]detail_list.price,"仕入先分析.金額税抜, 商品仕入単価.単価, 商品別仕入分析.金額税抜, 費目別仕入分析.金額税抜",detail_list.price → infomart_order_details.price → 商品仕入単価.金額税抜,外部連携検証済,detail_list.price → infomart_transactions.price,-,-
59,表示画面,商品仕入単価,数量,L0,C,-,インフォマート（仕入）,外部連携単独,インフォマート仕入データから単独取得,SUM商品別,SUM(detail_list.num) GROUP BY item_name,-,infomart_order_details.num,detail_list.num,-,[外部]detail_list.num,"商品仕入単価.単価, 平均単価推移.数量",detail_list.num → infomart_order_details.num → 商品仕入単価.数量,外部連携検証済,detail_list.num → infomart_transactions.num,-,-
60,表示画面,商品仕入単価,単価,L1,C,画面内,計算項目,外部連携×外部連携,インフォマート内の複数データ組合せ,金額÷数量,商品仕入単価.金額税抜 ÷ 商品仕入単価.数量,-,"infomart_order_details.price, infomart_order_details.num","detail_list.price, detail_list.num",-,"商品仕入単価.金額税抜, 商品仕入単価.数量",平均単価推移.平均単価,detail_list.price / detail_list.num → infomart_order_details.price / infomart_order_details.num → 商品仕入単価.単価,外部連携検証済,detail_list.price → infomart_transactions.price,-,-
61,表示画面,平均単価推移,仕入商品ラベル,L0,D,-,インフォマート（仕入）,外部連携単独,インフォマート仕入データから単独取得,ラベルマスタ,detail_list.item_name,-,infomart_order_details.item_name,detail_list.item_name,-,[外部]detail_list.item_name,"商品別仕入分析.商品, 商品仕入単価.アイテム",detail_list.item_name → infomart_order_details.item_name → 平均単価推移.仕入商品ラベル,外部連携検証済,detail_list.item_name → infomart_transactions.item_name,-,-
62,表示画面,平均単価推移,数量,L0,C,-,インフォマート（仕入）,外部連携単独,インフォマート仕入データから単独取得,SUM月別,SUM(detail_list.num) GROUP BY year_month,-,infomart_order_details.num,detail_list.num,-,[外部]detail_list.num,"商品仕入単価.数量, 平均単価推移.平均単価",detail_list.num → infomart_order_details.num → 平均単価推移.数量,外部連携検証済,detail_list.num → infomart_transactions.num,-,-
63,表示画面,平均単価推移,平均単価,L1,C,画面内,計算項目,外部連携×外部連携,インフォマート内の複数データ組合せ,金額÷数量,平均単価推移.仕入金額税抜 ÷ 平均単価推移.数量,-,"infomart_order_details.price, infomart_order_details.num","detail_list.price, detail_list.num",-,"平均単価推移.仕入金額税抜, 平均単価推移.数量","商品仕入単価.単価, 平均単価推移.平均単価推移",detail_list.price / detail_list.num → infomart_order_details.price / infomart_order_details.num → 平均単価推移.平均単価,外部連携検証済,detail_list.price → infomart_transactions.price,-,-
64,表示画面,平均単価推移,平均単価推移,L4b,C,画面内,計算項目,演算×演算,複数の演算結果の組合せ,期間集計トレンド計算,平均単価推移.平均単価 期間集計トレンド,平均単価推移.平均単価,-,-,-,平均単価推移.平均単価,-,平均単価推移.平均単価 → 平均単価推移.平均単価推移,演算検証済,インプット元: 平均単価推移.平均単価,トレンド計算の具体的な方法が不明,トレンド計算ロジックを確認必要
65,表示画面,利益進捗分析,利益進捗率,L4b,B,画面間,計算項目,演算×ユーザー入力,演算結果と予算設定の組合せ,営業利益累計÷目標利益×100,SUM(当月実績.営業利益) ÷ 予算設定.予算金額 × 100,当月実績.営業利益,"monthly_budgets.value（予算設定画面）, monthly_budgets.profit",-,ユーザー入力（予算設定）,"当月実績.営業利益, 予算設定.予算金額","主要KPI指標.利益進捗率, 当月実績.利益進捗率, 時間帯別売上分析.利益進捗率",monthly_budgets.value（予算設定画面） / monthly_budgets.profit → 当月実績.営業利益 → 利益進捗分析.利益進捗率,演算検証済,インプット元: 当月実績.営業利益,累計期間(月初〜当日 or 年初〜当月)が不明,累計期間の定義を確認必要
66,表示画面,利益進捗分析,利益進捗率比較(前月),L4b,B,画面間,計算項目,演算×ユーザー入力,演算結果と予算設定の組合せ,営業利益÷目標利益×100(前月比),当月実績.営業利益 ÷ 予算設定.予算金額 × 100 (前月データ),当月実績.営業利益,"monthly_budgets.value（予算設定画面）, monthly_budgets.profit",-,ユーザー入力（予算設定）,"当月実績.営業利益, 予算設定.予算金額",-,monthly_budgets.value（予算設定画面） / monthly_budgets.profit → 当月実績.営業利益 → 利益進捗分析.利益進捗率比較(前月),演算検証済,インプット元: 当月実績.営業利益,前月データの取得方法が不明,前月データ参照ロジックを確認必要
67,表示画面,利益進捗分析,利益進捗率比較(前々月),L4b,B,画面間,計算項目,演算×ユーザー入力,演算結果と予算設定の組合せ,営業利益÷目標利益×100(前々月比),当月実績.営業利益 ÷ 予算設定.予算金額 × 100 (前々月データ),当月実績.営業利益,"monthly_budgets.value（予算設定画面）, monthly_budgets.profit",-,ユーザー入力（予算設定）,"当月実績.営業利益, 予算設定.予算金額",-,monthly_budgets.value（予算設定画面） / monthly_budgets.profit → 当月実績.営業利益 → 利益進捗分析.利益進捗率比較(前々月),演算検証済,インプット元: 当月実績.営業利益,前々月データの取得方法が不明,前々月データ参照ロジックを確認必要
68,表示画面,利益進捗分析,利益達成率,L4b,A,画面間,計算項目,演算×ユーザー入力,演算結果と予算設定の組合せ,営業利益÷目標利益×100,当月実績.営業利益 ÷ 予算設定.予算金額 × 100,当月実績.営業利益,"monthly_budgets.value（予算設定画面）, monthly_budgets.profit",-,ユーザー入力（予算設定）,"当月実績.営業利益, 予算設定.予算金額",-,monthly_budgets.value（予算設定画面） / monthly_budgets.profit → 当月実績.営業利益 → 利益進捗分析.利益達成率,演算検証済,インプット元: 当月実績.営業利益,-,-
69,表示画面,売上進捗分析,売上進捗率,L4a,B,画面間,計算項目,外部連携×ユーザー入力,POS売上と予算設定の組合せ,売上累計÷目標×100,SUM(当月実績.売上税抜) ÷ 予算設定.予算金額 × 100,-,"head_office_connected_service_sales_logs.sales_excluded, monthly_budgets.profit",ZTOTAL.sales_excluded,"POS売上（日別集計）, ユーザー入力（予算設定）","当月実績.売上税抜, 予算設定.予算金額","主要KPI指標.売上進捗率, 当月実績.売上進捗率, 時間帯別売上分析.売上進捗率",ZTOTAL.sales_excluded → head_office_connected_service_sales_logs.sales_excluded / monthly_budgets.profit → 売上進捗分析.売上進捗率,スキーマ検証済,-,-,-
